Name,Sex,Age,Height,Weight,NOC,Games,Sport,Event,Year,Season,City,Medal
Larbi Bourrada,M,28.0,188.0,88.0,ALG,2016 Summer,Athletics,Athletics Men's Decathlon,2016,Summer,Rio de Janeiro,No Medal
"Frdric Thierry Roger ""Frd"" Bousquet",M,35.0,188.0,86.0,FRA,2016 Summer,Swimming,Swimming Men's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Sofian Bouvet,M,27.0,173.0,63.0,FRA,2016 Summer,Sailing,Sailing Men's Two Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Carline Bouw,F,31.0,184.0,72.0,NED,2016 Summer,Rowing,Rowing Women's Quadruple Sculls,2016,Summer,Rio de Janeiro,Silver
Marit Bouwmeester,F,28.0,177.0,68.0,NED,2016 Summer,Sailing,Sailing Women's One Person Dinghy,2016,Summer,Rio de Janeiro,Gold
Lyes Bouyacoub,M,33.0,185.0,100.0,ALG,2016 Summer,Judo,Judo Men's Half-Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Alexandre Bouzaid,M,35.0,168.0,75.0,SEN,2016 Summer,Fencing,"Fencing Men's epee, Individual",2016,Summer,Rio de Janeiro,No Medal
George Richard Lycott Bovell,M,33.0,196.0,74.0,TTO,2016 Summer,Swimming,Swimming Men's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Scott Bowden,M,21.0,175.0,65.0,AUS,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Alex Bowen,M,22.0,196.0,102.0,USA,2016 Summer,Water Polo,Water Polo Men's Water Polo,2016,Summer,Rio de Janeiro,No Medal
"Kate Elizabeth ""Katie"" Bowen-Duncan",F,22.0,172.0,56.0,NZL,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,USA,2016 Summer,Athletics,Athletics Women's 100 metres,2016,Summer,Rio de Janeiro,Silver
Daniel Bowker,M,28.0,191.0,89.0,AUS,2016 Summer,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",2016,Summer,Rio de Janeiro,No Medal
Brenda Bowskill,F,24.0,170.0,68.0,CAN,2016 Summer,Sailing,Sailing Women's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Brendan Boyce,M,29.0,183.0,76.0,IRL,2016 Summer,Athletics,Athletics Men's 50 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Alana Boyd,F,32.0,171.0,59.0,AUS,2016 Summer,Athletics,Athletics Women's Pole Vault,2016,Summer,Rio de Janeiro,No Medal
"Danielle ""Dannie"" Boyd",F,26.0,178.0,71.0,CAN,2016 Summer,Sailing,Sailing Women's Skiff,2016,Summer,Rio de Janeiro,No Medal
Marine Clmence Boyer,F,16.0,162.0,52.0,FRA,2016 Summer,Gymnastics,Gymnastics Women's Team All-Around,2016,Summer,Rio de Janeiro,No Medal
Lauren Marie Boyle,F,28.0,183.0,67.0,NZL,2016 Summer,Swimming,Swimming Women's 400 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Francisco Boza Dibos,M,51.0,176.0,95.0,PER,2016 Summer,Shooting,Shooting Men's Trap,2016,Summer,Rio de Janeiro,No Medal
Georgi Bozhilov,M,27.0,201.0,107.0,BUL,2016 Summer,Rowing,Rowing Men's Double Sculls,2016,Summer,Rio de Janeiro,No Medal
Luka Boi,M,25.0,173.0,72.0,SLO,2016 Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",2016,Summer,Rio de Janeiro,No Medal
Elisa Bozzo,F,29.0,170.0,58.0,ITA,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Team,2016,Summer,Rio de Janeiro,No Medal
Frederik Lindbg Brsting,M,21.0,184.0,78.0,DEN,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Roel Hubertus Braas,M,29.0,200.0,100.0,NED,2016 Summer,Rowing,Rowing Men's Coxless Pairs,2016,Summer,Rio de Janeiro,No Medal
Josu Brachi Garca,M,23.0,156.0,56.0,ESP,2016 Summer,Weightlifting,Weightlifting Men's Bantamweight,2016,Summer,Rio de Janeiro,No Medal
Marvin Bracy,M,22.0,175.0,78.0,USA,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Rui Pedro Rebelo Bragana,M,24.0,180.0,58.0,POR,2016 Summer,Taekwondo,Taekwondo Men's Flyweight,2016,Summer,Rio de Janeiro,No Medal
Pablo Dominic Brgger,M,23.0,169.0,64.0,SUI,2016 Summer,Gymnastics,Gymnastics Men's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Luca Braidot,M,25.0,179.0,69.0,ITA,2016 Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",2016,Summer,Rio de Janeiro,No Medal
Michael Brake,M,21.0,187.0,91.0,NZL,2016 Summer,Rowing,Rowing Men's Coxed Eights,2016,Summer,Rio de Janeiro,No Medal
Jovana Brakoevi-Kancian,F,28.0,196.0,82.0,SRB,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,Silver
Mario Alfonso Bran Granillo,M,26.0,168.0,64.0,GUA,2016 Summer,Athletics,Athletics Men's 50 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Cristina Direito Branco,F,31.0,172.0,68.0,ANG,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Isabel Brand Leu,F,20.0,169.0,53.0,GUA,2016 Summer,Modern Pentathlon,Modern Pentathlon Women's Individual,2016,Summer,Rio de Janeiro,No Medal
David Karl Brandl,M,29.0,187.0,82.0,AUT,2016 Summer,Swimming,Swimming Men's 400 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Dorothea Brandt,F,32.0,178.0,70.0,GER,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Julian Brandt,M,20.0,183.0,83.0,GER,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,Silver
"Nathan ""Nate"" Brannen",M,33.0,174.0,58.0,CAN,2016 Summer,Athletics,"Athletics Men's 1,500 metres",2016,Summer,Rio de Janeiro,No Medal
Mara Branz,F,26.0,170.0,68.0,ARG,2016 Summer,Sailing,Sailing Women's Skiff,2016,Summer,Rio de Janeiro,No Medal
Ana Maria Florentina Brnz-Popescu,F,31.0,175.0,64.0,ROU,2016 Summer,Fencing,"Fencing Women's epee, Individual",2016,Summer,Rio de Janeiro,No Medal
Yannick Brauchli,M,28.0,173.0,63.0,SUI,2016 Summer,Sailing,Sailing Men's Two Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Sarah-Anne Brault,F,26.0,171.0,65.0,CAN,2016 Summer,Triathlon,Triathlon Women's Olympic Distance,2016,Summer,Rio de Janeiro,No Medal
Anton Braun,M,26.0,202.0,104.0,GER,2016 Summer,Rowing,Rowing Men's Coxless Fours,2016,Summer,Rio de Janeiro,No Medal
Pieter Braun,M,23.0,186.0,83.0,NED,2016 Summer,Athletics,Athletics Men's Decathlon,2016,Summer,Rio de Janeiro,No Medal
Albert Idel Bravo Morales,M,28.0,199.0,88.0,VEN,2016 Summer,Athletics,Athletics Men's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Elizabeth Mara Bravo iguez,F,29.0,160.0,49.0,ECU,2016 Summer,Triathlon,Triathlon Women's Olympic Distance,2016,Summer,Rio de Janeiro,No Medal
Marina Bravo Bragado,F,27.0,173.0,68.0,ESP,2016 Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Sophie Charlotte Bray,F,26.0,164.0,58.0,GBR,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,Gold
Thiago Braz da Silva,M,22.0,183.0,75.0,BRA,2016 Summer,Athletics,Athletics Men's Pole Vault,2016,Summer,Rio de Janeiro,Gold
Kelly Brazier,F,26.0,171.0,70.0,NZL,2016 Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,Silver
Stefano Brecciaroli,M,41.0,177.0,71.0,ITA,2016 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",2016,Summer,Rio de Janeiro,No Medal
Elson Viney-Bartel Brechtefeld,M,22.0,155.0,56.0,NRU,2016 Summer,Weightlifting,Weightlifting Men's Bantamweight,2016,Summer,Rio de Janeiro,No Medal
Melissa Breen,F,25.0,174.0,65.0,AUS,2016 Summer,Athletics,Athletics Women's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Vincent Breet,M,23.0,195.0,92.0,RSA,2016 Summer,Rowing,Rowing Men's Coxless Fours,2016,Summer,Rio de Janeiro,No Medal
Andre Breitbarth,M,26.0,191.0,125.0,GER,2016 Summer,Judo,Judo Men's Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Odd Arne Brekne,M,31.0,182.0,,NOR,2016 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2016,Summer,Rio de Janeiro,No Medal
Nils Brembach,M,23.0,184.0,70.0,GER,2016 Summer,Athletics,Athletics Men's 20 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Sebastian Brendel,M,28.0,192.0,92.0,GER,2016 Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",2016,Summer,Rio de Janeiro,Gold
Nery Antonio Brenes Crdenas,M,30.0,175.0,70.0,CRC,2016 Summer,Athletics,Athletics Men's 200 metres,2016,Summer,Rio de Janeiro,No Medal
Lisa Brennauer,F,28.0,168.0,63.0,GER,2016 Summer,Cycling,"Cycling Women's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Klaudia Bre,F,22.0,158.0,52.0,POL,2016 Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Luis Brethauer,M,23.0,176.0,82.0,GER,2016 Summer,Cycling,Cycling Men's BMX,2016,Summer,Rio de Janeiro,No Medal
Andreas Bretschneider,M,26.0,167.0,60.0,GER,2016 Summer,Gymnastics,Gymnastics Men's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Marine Grace Brevet,F,21.0,162.0,52.0,FRA,2016 Summer,Gymnastics,Gymnastics Women's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Andrea Brewster,F,33.0,163.0,62.0,IRL,2016 Summer,Sailing,Sailing Women's Skiff,2016,Summer,Rio de Janeiro,No Medal
Darko Brguljan,M,25.0,180.0,97.0,MNE,2016 Summer,Water Polo,Water Polo Men's Water Polo,2016,Summer,Rio de Janeiro,No Medal
Drako Brguljan,M,31.0,194.0,92.0,MNE,2016 Summer,Water Polo,Water Polo Men's Water Polo,2016,Summer,Rio de Janeiro,No Medal
Morgan Paige Brian,F,23.0,170.0,58.0,USA,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
Thomas Felipe Briceo Gonzlez,M,22.0,186.0,90.0,CHI,2016 Summer,Judo,Judo Men's Middleweight,2016,Summer,Rio de Janeiro,No Medal
George Spencer Bridgewater,M,33.0,200.0,97.0,NZL,2016 Summer,Rowing,Rowing Men's Quadruple Sculls,2016,Summer,Rio de Janeiro,No Medal
Thomas Briels,M,28.0,172.0,71.0,BEL,2016 Summer,Hockey,Hockey Men's Hockey,2016,Summer,Rio de Janeiro,Silver
Stphanie Brieussel,F,42.0,169.0,55.0,FRA,2016 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",2016,Summer,Rio de Janeiro,No Medal
Maxime Brinck-Croteau,M,30.0,178.0,83.0,CAN,2016 Summer,Fencing,"Fencing Men's epee, Individual",2016,Summer,Rio de Janeiro,No Medal
Christine Brinker-Wenzel,F,35.0,171.0,63.0,GER,2016 Summer,Shooting,Shooting Women's Skeet,2016,Summer,Rio de Janeiro,No Medal
Leidys Milagros Brito,F,32.0,169.0,52.0,VEN,2016 Summer,Archery,Archery Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Stefan Brits,M,24.0,183.0,72.0,RSA,2016 Summer,Athletics,Athletics Men's Long Jump,2016,Summer,Rio de Janeiro,No Medal
Lawrence Brittain,M,25.0,187.0,94.0,RSA,2016 Summer,Rowing,Rowing Men's Coxless Pairs,2016,Summer,Rio de Janeiro,Silver
Fionnuala Britton-McCormack,F,31.0,159.0,46.0,IRL,2016 Summer,Athletics,Athletics Women's Marathon,2016,Summer,Rio de Janeiro,No Medal
Laurence Brize,F,40.0,158.0,55.0,FRA,2016 Summer,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2016,Summer,Rio de Janeiro,No Medal
Sarah Bro,F,20.0,177.0,64.0,DEN,2016 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,Summer,Rio de Janeiro,No Medal
Yvette Broch,F,25.0,184.0,73.0,NED,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Allison M. Brock,F,36.0,168.0,59.0,USA,2016 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",2016,Summer,Rio de Janeiro,No Medal
Nicolai Brock-Madsen,M,23.0,194.0,88.0,DEN,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Jamie Lynn Broder,F,31.0,172.0,65.0,CAN,2016 Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,2016,Summer,Rio de Janeiro,No Medal
Greg Patrick Broderick,M,30.0,180.0,50.0,IRL,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,No Medal
Daniel Brodmeier,M,28.0,180.0,100.0,GER,2016 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2016,Summer,Rio de Janeiro,No Medal
Ryan Broekhoff,M,25.0,201.0,93.0,AUS,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Nadine Martina Broersen,F,26.0,171.0,62.0,NED,2016 Summer,Athletics,Athletics Women's Heptathlon,2016,Summer,Rio de Janeiro,No Medal
Alastair Richard Brogdon,M,28.0,183.0,76.0,GBR,2016 Summer,Hockey,Hockey Men's Hockey,2016,Summer,Rio de Janeiro,No Medal
Enrique Brol Cardenas,M,37.0,181.0,73.0,GUA,2016 Summer,Shooting,Shooting Men's Double Trap,2016,Summer,Rio de Janeiro,No Medal
Hebert Brol Cardenas,M,36.0,181.0,80.0,GUA,2016 Summer,Shooting,Shooting Men's Double Trap,2016,Summer,Rio de Janeiro,No Medal
Trayvon Jaquez Bromell,M,21.0,175.0,70.0,USA,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Viktor Bregner Bromer,M,23.0,194.0,87.0,DEN,2016 Summer,Swimming,Swimming Men's 200 metres Butterfly,2016,Summer,Rio de Janeiro,No Medal
Giorgia Bronzini,F,33.0,160.0,54.0,ITA,2016 Summer,Cycling,"Cycling Women's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,USA,2016 Summer,Gymnastics,Gymnastics Men's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Kristina Brring-Sprehe,F,29.0,168.0,54.0,GER,2016 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",2016,Summer,Rio de Janeiro,Bronze
Julie Brougham,F,62.0,157.0,48.0,NZL,2016 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",2016,Summer,Rio de Janeiro,No Medal
Gayle Broughton,F,20.0,174.0,70.0,NZL,2016 Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,Silver
Alexander Brouwer,M,26.0,198.0,88.0,NED,2016 Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,2016,Summer,Rio de Janeiro,Bronze
Aaron Brown,M,24.0,198.0,79.0,CAN,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
"Abigail ""Abbie"" Brown",F,20.0,176.0,71.0,GBR,2016 Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Alicia Brown,F,26.0,165.0,57.0,CAN,2016 Summer,Athletics,Athletics Women's 400 metres,2016,Summer,Rio de Janeiro,No Medal
"Christopher Deon ""Chris"" Brown",M,37.0,178.0,75.0,BAH,2016 Summer,Athletics,Athletics Men's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Colton Brown,M,24.0,183.0,91.0,USA,2016 Summer,Judo,Judo Men's Middleweight,2016,Summer,Rio de Janeiro,No Medal
Devon Myles William Brown,M,24.0,188.0,80.0,RSA,2016 Summer,Swimming,Swimming Men's 200 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Dustin Brown,M,31.0,196.0,78.0,GER,2016 Summer,Tennis,Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Ashani Kemarley Brown,M,24.0,182.0,85.0,BRN,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Kyle Gie Brown,M,29.0,182.0,92.0,RSA,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,Bronze
Laura Brown,F,29.0,167.0,61.0,CAN,2016 Summer,Cycling,Cycling Women's Team Pursuit,2016,Summer,Rio de Janeiro,Bronze
Mackenzie Brown,F,21.0,178.0,75.0,USA,2016 Summer,Archery,Archery Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Will Brown,M,24.0,170.0,61.0,USA,2016 Summer,Shooting,"Shooting Men's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Alistair Edward Brownlee,M,28.0,184.0,70.0,GBR,2016 Summer,Triathlon,Triathlon Men's Olympic Distance,2016,Summer,Rio de Janeiro,Gold
"Jonathan Callum ""Jonny"" Brownlee",M,26.0,181.0,70.0,GBR,2016 Summer,Triathlon,Triathlon Men's Olympic Distance,2016,Summer,Rio de Janeiro,Silver
Ilija Brozovi,M,25.0,196.0,109.0,CRO,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,No Medal
"Lucas ""Luc"" Bruchet",M,25.0,183.0,69.0,CAN,2016 Summer,Athletics,"Athletics Men's 5,000 metres",2016,Summer,Rio de Janeiro,No Medal
Nathalie Brugger,F,30.0,174.0,69.0,SUI,2016 Summer,Sailing,Sailing Mixed Multihull,2016,Summer,Rio de Janeiro,No Medal
Annika Bruhn,F,23.0,183.0,69.0,GER,2016 Summer,Swimming,Swimming Women's 200 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Henricho Bruintjies,M,23.0,179.0,72.0,RSA,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Ese Brume,F,20.0,167.0,58.0,NGR,2016 Summer,Athletics,Athletics Women's Long Jump,2016,Summer,Rio de Janeiro,No Medal
Kristoffer Brun,M,28.0,175.0,70.0,NOR,2016 Summer,Rowing,Rowing Men's Lightweight Double Sculls,2016,Summer,Rio de Janeiro,Bronze
Bruna Beatriz Benites Soares,F,30.0,178.0,65.0,BRA,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
Manon Brunet,F,20.0,165.0,55.0,FRA,2016 Summer,Fencing,"Fencing Women's Sabre, Individual",2016,Summer,Rio de Janeiro,No Medal
Manuel Brunet,M,30.0,179.0,79.0,ARG,2016 Summer,Hockey,Hockey Men's Hockey,2016,Summer,Rio de Janeiro,Gold
Rachele Bruni,F,25.0,170.0,59.0,ITA,2016 Summer,Swimming,Swimming Women's 10 kilometres Open Water,2016,Summer,Rio de Janeiro,Silver
"Bruno ""Bruninho"" Mossa de Rezende",M,30.0,190.0,76.0,BRA,2016 Summer,Volleyball,Volleyball Men's Volleyball,2016,Summer,Rio de Janeiro,Gold
Federico Bruno,M,23.0,185.0,66.0,ARG,2016 Summer,Athletics,Athletics Men's Marathon,2016,Summer,Rio de Janeiro,No Medal
Maria Bruno,F,23.0,160.0,54.0,BRA,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Team,2016,Summer,Rio de Janeiro,No Medal
Nicols Martn Bruno,M,27.0,187.0,85.0,ARG,2016 Summer,Volleyball,Volleyball Men's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Nicols Brussino,M,23.0,200.0,84.0,ARG,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Nicols Bruzzone,M,30.0,169.0,76.0,ARG,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Aleksey Sergeyevich Bryansky,M,18.0,192.0,82.0,RUS,2016 Summer,Swimming,Swimming Men's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Ole-Kristian Bryhn,M,27.0,189.0,,NOR,2016 Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Aleksandr Aleksandrovich Bryukhankov,M,29.0,184.0,79.0,RUS,2016 Summer,Triathlon,Triathlon Men's Olympic Distance,2016,Summer,Rio de Janeiro,No Medal
Yelyzaveta Viktorivna Bryzhina,F,26.0,173.0,63.0,UKR,2016 Summer,Athletics,Athletics Women's 200 metres,2016,Summer,Rio de Janeiro,No Medal
Marcin Mariusz Brzeziski,M,32.0,194.0,98.0,POL,2016 Summer,Rowing,Rowing Men's Coxed Eights,2016,Summer,Rio de Janeiro,No Medal
Maarten Brzoskowski,M,20.0,185.0,79.0,NED,2016 Summer,Swimming,Swimming Men's 400 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Monika Brzostek,F,27.0,173.0,62.0,POL,2016 Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,2016,Summer,Rio de Janeiro,No Medal
Artur Brzozowski,M,31.0,174.0,67.0,POL,2016 Summer,Athletics,Athletics Men's 20 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Matelita Buadromo,F,20.0,171.0,56.0,FIJ,2016 Summer,Swimming,Swimming Women's 200 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Keerati Bualong,M,23.0,181.0,82.0,THA,2016 Summer,Sailing,Sailing Men's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Bedopassa Buassat Djonde,M,23.0,172.0,97.0,GBS,2016 Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,No Medal
Joshua Buatsi,M,23.0,185.0,81.0,GBR,2016 Summer,Boxing,Boxing Men's Light-Heavyweight,2016,Summer,Rio de Janeiro,Bronze
Andreas Hjartbro Bube,M,29.0,178.0,65.0,DEN,2016 Summer,Athletics,Athletics Men's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Mat Bubenik,M,26.0,197.0,78.0,SVK,2016 Summer,Athletics,Athletics Men's High Jump,2016,Summer,Rio de Janeiro,No Medal
Vitaly Ivanovich Bubnovich,M,41.0,169.0,70.0,BLR,2016 Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Eliza-Iulia Buceschi,F,23.0,178.0,70.0,ROU,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Caroline Buchanan,F,25.0,165.0,68.0,AUS,2016 Summer,Cycling,Cycling Women's BMX,2016,Summer,Rio de Janeiro,No Medal
Kadeisha Buchanan,F,20.0,170.0,65.0,CAN,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Bronze
Rushlee Buchanan,F,28.0,170.0,63.0,NZL,2016 Summer,Cycling,Cycling Women's Team Pursuit,2016,Summer,Rio de Janeiro,No Medal
Selina Christina Bchel,F,25.0,167.0,57.0,SUI,2016 Summer,Athletics,Athletics Women's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Ralf Buchheim,M,32.0,183.0,72.0,GER,2016 Summer,Shooting,Shooting Men's Skeet,2016,Summer,Rio de Janeiro,No Medal
Nicole Bchler,F,32.0,162.0,54.0,SUI,2016 Summer,Athletics,Athletics Women's Pole Vault,2016,Summer,Rio de Janeiro,No Medal
Matthijs Bchli,M,23.0,188.0,90.0,NED,2016 Summer,Cycling,Cycling Men's Keirin,2016,Summer,Rio de Janeiro,Silver
Emanuel Buchmann,M,23.0,181.0,61.0,GER,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Charlie Buckingham,M,27.0,188.0,82.0,USA,2016 Summer,Sailing,Sailing Men's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Hannah Buckling,F,24.0,177.0,75.0,AUS,2016 Summer,Water Polo,Water Polo Women's Water Polo,2016,Summer,Rio de Janeiro,No Medal
Zoe Buckman,F,27.0,168.0,50.0,AUS,2016 Summer,Athletics,"Athletics Women's 1,500 metres",2016,Summer,Rio de Janeiro,No Medal
Rosane Sibele Budag Ewald,F,42.0,174.0,66.0,BRA,2016 Summer,Shooting,"Shooting Women's Air Rifle, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Siri Arun Budcharern,F,14.0,166.0,63.0,LAO,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Serhiy Volodymyrovych Budza,M,31.0,180.0,75.0,UKR,2016 Summer,Athletics,Athletics Men's 50 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Tiril Merete Hartvedt Bue,F,23.0,180.0,,NOR,2016 Summer,Sailing,Sailing Women's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Marco Antonio Bueno Ontiveros,M,22.0,182.0,64.0,MEX,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Philipp Buhl,M,26.0,187.0,85.0,GER,2016 Summer,Sailing,Sailing Men's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Lrke Buhl-Hansen,F,24.0,167.0,56.0,DEN,2016 Summer,Sailing,Sailing Women's Windsurfer,2016,Summer,Rio de Janeiro,No Medal
Matas Bhler,M,33.0,176.0,77.0,SUI,2016 Summer,Sailing,Sailing Mixed Multihull,2016,Summer,Rio de Janeiro,No Medal
Matthias Bhler,M,29.0,189.0,78.0,GER,2016 Summer,Athletics,Athletics Men's 110 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Kim Bui,F,27.0,155.0,49.0,GER,2016 Summer,Gymnastics,Gymnastics Women's Team All-Around,2016,Summer,Rio de Janeiro,No Medal
Anne Buijs,F,24.0,191.0,73.0,NED,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Cristina Ioana Bujin,F,28.0,172.0,56.0,ROU,2016 Summer,Athletics,Athletics Women's Triple Jump,2016,Summer,Rio de Janeiro,No Medal
Barbara Bujka,F,29.0,172.0,82.0,HUN,2016 Summer,Water Polo,Water Polo Women's Water Polo,2016,Summer,Rio de Janeiro,No Medal
